GeneName	Responder1	Responder2	Responder3	Responder4	NonResponder1	NonResponder2	NonResponder3	NonResponder4
BNIP3L	-0.018062115	-0.72921705	0.5766969	0.2635455	0.018062115	-0.61271715	-0.6851244	0.3207612
BNIPL	-1.6552773	-0.607265	-4.5717487	-4.1668444	0.607265	4.224306	3.5967813	1.576499
BOC	1.903635	3.1557078	-0.90197706	-0.28043365	-0.7421098	-0.6765361	1.069181	0.28043365
BOD1	-0.7340908	-1.6513543	0.01704216	-0.01704216	0.41850185	0.21911621	-0.8980727	0.32242107
BOD1L	0.06524038	0.79676723	0.16068602	0.6384578	-0.06524038	-0.23274565	-0.4637127	-0.5333848
BOD1P	0.41556287	1.8700497	-0.37101626	1.8443882	-1.1123407	-0.7885592	-0.3971641	0.37101626
BOK	-0.105243206	-2.3374844	0.582664	-0.7462058	-0.37198305	0.362988	0.59041786	0.105243206
BOLA1	0.34740067	-0.24640036	-0.19559002	-0.33930016	0.19559002	1.4631538	0.24641657	-0.5608945
BOLA2B	-0.43862104	1.0113449	-0.07635927	0.8311677	0.07635927	0.4852128	-0.39382553	-0.39975977
BOLA3	-0.110562086	0.110562086	-0.71529174	-0.21585059	0.4084704	0.14597344	-0.632066	0.12140679
BOLL	1.9628358	3.3890033	-0.79229784	-0.13886261	-0.66625786	-0.49215126	0.18818665	0.13886309
BOP1	-1.65594	-0.25102758	-1.040925	-0.73114395	0.53201675	0.344203	0.25102758	1.174819
BP396343	1.8873596	3.434053	-0.8063936	-0.11556244	-0.7079797	-0.5072851	0.14338255	0.11556244
BPA-1	1.772152	3.389532	-0.952476	-0.2939496	-0.83344126	1.3864956	0.027234554	-0.027234554
BPESC1	1.9211512	3.331503	-0.77462053	-0.12754917	-0.7409897	-0.6112189	0.20195818	0.12754917
BPGM	0.0812583	0.84924984	-0.9496207	-0.3335786	-0.0812583	-0.34906435	0.7117424	0.79213667
BPHL	-0.7949643	-2.6280255	0.33003283	-0.099654675	0.099654675	0.7381015	-0.2240467	0.18554163
BPI	1.9550428	3.2165484	-0.85207176	-0.16674805	-0.6889672	-0.57189465	0.23640871	0.16674805
BPIL1	0.28837967	1.8039775	0.09127331	-0.23121214	-0.4772997	-0.09127331	7.505483	-1.0972285
BPIL2	1.7312379	2.941423	-1.1724086	-0.4725814	-0.95440197	0.6984756	0.030088425	-0.030088425
BPIL3	1.9692764	3.519937	-0.81146383	-0.16210175	-0.71912956	-0.5535493	1.3639228	0.16210175
BPNT1	-0.7255914	0.4631822	0.43161416	-0.14424014	-0.15465379	0.48008752	-0.41659093	0.14424014
BPTF	-0.12458086	1.0976596	0.6890421	-0.2571783	0.8808203	0.12458086	-0.6847186	-1.1117392
BPY2B	2.0341663	3.2509446	-0.78917503	-0.1439867	-0.56878424	-0.45585155	0.24967575	0.14398718
BQ018657	-0.3797791	-0.13916755	0.13916755	-0.2908728	1.122585	0.9144504	-0.15582824	0.31016612
BQ128378	-0.1744771	1.0758281	-1.084208	-1.386601	-0.5581784	0.277884	0.3807292	0.1744771
BQ188841	2.0153131	3.3504386	-0.8716016	-0.2124281	-0.70455503	-0.5820589	0.2849288	0.21242857
BQ278507	-0.24194574	1.0947742	-1.9248023	-1.1881018	0.07055855	0.5038271	-0.07055855	0.3870597
BQ441254	-1.220094	0.26114917	-3.947911	-3.3023756	0.25011182	0.3547542	-0.25011182	1.5407946
BQ706149	0.45875883	2.0727034	0.13975573	3.5370927	-1.3702083	-0.13975596	-1.2777076	-0.8518243
BQ879989	-2.0509236	1.5629704	0.7912419	0.5125401	-0.48544765	-0.021832228	0.021832228	-0.3464558
BRAF	-1.2736502	-0.55321026	-0.37045908	0.032534122	-0.032534122	0.24313736	0.04721403	0.57811594
BRAP	-0.5726993	-0.10810733	-0.26557422	0.051728487	0.43953633	0.45642972	-0.051728487	0.2777388
BRCA1	-1.6095705	0.7056937	0.62229156	0.57790375	-0.025897026	-0.38547993	-0.4374485	0.025897026
BRCA2	-0.03483796	1.8645198	0.59225106	1.1872151	0.03483796	-0.72992206	-0.11532569	-0.1300404
BRCC3	0.003517151	-0.5100813	0.33067036	0.71782017	-0.24084663	-0.003517151	-0.2248025	0.3411932
BRD1	0.2698679	0.71303034	0.13759136	0.6682482	-0.50931644	-0.23189068	-0.27524137	-0.13759136
BRD2	0.005515575	1.0717716	-0.79985857	0.04924059	0.27236414	-0.49526262	-0.45721817	-0.005515575
BRD3	-0.2748809	0.62319326	-0.014564991	0.4637437	0.014564991	-0.037209988	-0.025529861	0.36576414
BRD4	0.19957876	0.17972326	-0.17972326	-0.20508432	-0.43785954	-0.49018526	1.5049429	2.4692693
BRD7	-0.8881712	-0.54029894	0.2548895	0.48045254	0.031725883	-0.031725883	-0.50006914	0.09908867
BRD7P3	0.48037457	1.8892295	-0.11497903	0.7538421	-2.1886237	0.11497903	-1.2298443	-1.3165567
BRD8	-0.6275382	0.1115036	-0.3881421	0.14793348	0.14483023	-0.009420872	-0.5745611	0.009420872
BRD9	-0.7765465	0.056616306	-0.2725854	-0.056616306	0.34368467	0.3768468	-0.23956728	0.08945131
BRDT	1.8766365	3.188023	-0.8060999	-0.1362257	-0.7082119	-0.5630655	0.20484066	0.1362257
BRE	-0.076177835	-0.10891223	0.23570418	-0.015366793	1.0643766	1.6467998	0.015366793	-0.39517617
BREA2	1.0708313	2.5959373	-0.07120752	-1.0551915	-1.4340773	-0.5882225	0.071208	0.55419683
BRF1	-0.85030985	0.29610252	0.35036135	0.6832833	-0.002649784	-0.117825985	-0.31579208	0.002649784
BRF2	-0.004953146	-0.5605414	-0.15613961	-0.63142467	0.004953146	0.44969296	0.23248506	0.6165612
BRI3	0.2618127	-1.0562048	0.019879818	0.052410603	-0.019879818	0.023308277	-0.62339306	-0.3697915
BRI3BP	-0.5875175	1.5004327	0.40403008	0.89388204	0.13062263	-0.52031636	-0.13062263	-0.2434094
BRIP1	-0.3355856	1.0619798	-0.1701827	1.6446962	0.1701827	1.0154333	-1.3785305	-0.6299114
BRIX1	-0.86921287	0.34623313	-0.67146564	-0.34623313	0.62661195	0.36416745	-0.90094876	0.5667336
BRMS1	-0.8402958	1.1395316	-0.5198622	0.035521507	0.94713306	1.0421515	-0.044881344	-0.035521507
BRMS1L	-0.8818159	-0.19476223	-0.9748664	-1.6797271	0.7290616	0.526454	0.19476223	1.5846491
BRP44	0.67143965	0.24373436	-0.1164031	-0.0412755	-1.1145673	0.09936094	-0.70732784	0.0412755
BRP44L	0.43422985	0.23054075	-0.27285957	0.41565895	-0.8308735	-0.26416206	-0.23054075	0.36943245
BRPF1	-0.4791777	1.4677956	0.64484	0.69240165	-0.48135304	-0.39272428	0.006859541	-0.006859541
BRPF3	0.4225595	1.160402	-1.1278741	-1.2962921	0.35522914	0.3232658	-0.76783633	-0.3232658
BRS3	1.8870783	3.3829665	-0.3559947	-0.15973759	-0.7502403	-0.18424416	0.15973711	0.28118134
BRSK1	1.9799442	3.4752927	-0.8083682	-0.16190481	-0.7251129	-0.3862362	0.27084064	0.16190434
BRSK2	-0.6054778	0.8567805	-0.05799055	-0.64618254	0.07176256	1.0879054	-0.21819067	0.05799055
BRUNOL4	-0.13144684	2.8858008	0.13144684	0.39265537	-1.776587	-0.14629507	-1.8274589	0.13529491
BRUNOL5	1.2647252	2.8819733	0.14402962	0.5075455	-0.16052532	-0.4140129	-0.4600377	-0.14402962
BRUNOL6	-1.478035	2.007114	0.9613142	0.031020164	-1.1977668	-0.031020164	-0.5634742	0.07679939
BRWD1	0.19049954	-0.4289887	0.6935098	1.0499551	0.002669096	-0.30138612	-0.27016282	-0.002669096
BRWD2	-0.7178643	-0.0822041	0.39237142	0.0822041	0.17227101	0.32140183	-0.50604177	-0.6389129
BRWD3	-0.6101477	0.663645	0.14273429	-0.026588678	-0.20185399	-0.22525716	0.31654143	0.026588678
BSCL2	-0.2605765	-2.1098354	0.44005942	-0.3345654	0.1316402	0.010010481	-0.010010481	0.2866485
BSDC1	-0.023535013	-0.38053298	0.30125976	0.39440417	-0.378505	-0.67895913	0.023535013	0.49214625
BSG	-0.5535407	-1.2250996	0.1904273	-0.33861113	0.06230879	-0.06230879	0.5638256	0.7278857
BSN	1.7142167	3.861246	-0.93522596	-0.2758999	0.48280668	-0.10828972	-0.015074253	0.015074253
BSND	1.9245195	3.4049397	-0.768754	-0.13253927	-0.7298169	-0.5781336	0.20302153	0.13253927
BSPH1	1.8854117	3.2243981	-0.7424135	-0.10928249	-0.7255206	-0.58479595	0.16906166	0.10928249
BSPRY	-0.5192983	-2.5997078	1.5703566	2.0362923	-3.1780899	-1.0434825	0.5192983	0.65682054
BST1	1.7385795	0.9312098	0.614516	1.4493897	-0.614516	-2.7582843	-2.4818485	-2.564131
BST2	4.599968	5.3918157	-3.1582742	-2.929181	3.5927343	-1.6162391	1.6162391	-3.8531642
BSX	1.6115918	4.5016875	-1.0819983	-0.43143892	-0.02681923	0.34976816	0.02681923	-0.1189661
BTAF1	-1.10674	0.7906194	0.39950037	-0.6819434	1.1159177	0.31945705	-0.31945705	-0.5471778
BTBD1	-0.118634224	0.21424627	0.28552437	0.83531284	-0.45847607	-0.64288807	-0.42135477	0.118634224
BTBD10	-1.0742886	0.057336092	0.20745254	0.01559329	0.16101146	-0.025837183	-0.01559329	-0.39694953
BTBD11	-3.074249	-1.4274428	-4.409503	-5.1195555	1.9303257	1.4274428	2.7440317	2.0644047
BTBD12	-1.3133276	1.9272492	-0.073553324	0.62216544	0.27073836	0.073553324	-0.69855523	-0.536937
BTBD16	-0.83137584	0.7009251	2.3370826	0.33767247	-0.33767247	0.8238442	-1.8199975	-2.0129101
BTBD17	2.3621354	3.185392	-0.87921524	-0.2559514	-0.6955528	-0.6162243	0.2907791	0.25595093
BTBD18	2.002338	3.2306108	-0.8546748	-0.25740623	-0.6893773	-0.59674215	0.28307915	0.25740623
BTBD19	1.9535141	3.4587064	-0.7848549	-0.15032005	-0.47222567	-0.27773952	0.2017951	0.15031958
BTBD2	-1.0623317	-1.1858544	0.14839935	-0.4488821	0.42828083	-0.14839935	0.7904229	0.90364647
BTBD3	0.07196283	-1.6765194	0.7675557	-0.07196283	1.1570678	0.16950703	-1.1414819	-0.8451576
BTBD6	-0.4516487	-1.1899495	0.15761948	0.16459656	-0.15761948	0.3091507	-0.3491044	0.16358185
BTBD7	0.07385659	0.023705244	0.35182595	-0.10640788	-0.023705244	0.21806264	-0.67998624	-0.85138965
BTBD8	1.7929659	3.3150735	-0.007243633	-0.3217306	-0.67158794	-0.7074647	0.07464552	0.007243156
BTBD9	0.81633973	0.27262902	-0.063357115	-0.19297862	-0.4646089	0.16596532	0.033077	-0.033077
BTC	1.1891887	-0.090159655	1.3892529	3.3273518	-2.2154872	-1.1779068	0.090159655	-1.2288234
BTD	0.011440516	0.7180917	0.99187493	-1.0269563	-1.0743692	-0.78942275	-0.011440516	0.23244119
BTF3	-0.5989828	0.12907743	-0.28553963	-0.12907791	0.3634615	0.9473524	0.3665452	-0.16074085
BTF3L1	-0.41799736	0.046374798	-0.21049786	-0.046375275	0.44007778	0.9182892	0.24590063	-0.21842957
BTF3L4	0.57246494	0.8135772	-0.45655727	-0.26240253	-0.925498	-0.55202436	0.26240253	1.1147804
BTG1	-0.17141175	0.17141175	-0.8840172	-1.0742066	0.32445693	0.3642633	-0.68062186	0.37736487
BTG2	1.1736655	0.35535336	0.59832907	-8.84E-04	-0.054928303	-0.24427271	-0.2630701	8.84E-04
BTG3	-0.119432926	1.3757467	1.4311328	1.2814641	-0.056932926	0.056932926	-1.2228022	-0.5745368
BTG4	1.9367037	3.4348483	-0.7801485	-0.13739395	-0.7296243	-0.5779424	0.21785784	0.13739395
BTK	3.858694	5.423358	-0.93507004	-1.1576223	1.5540261	-1.554565	0.90109634	-0.9010968
BTLA	3.0213132	4.136917	-0.03278923	-0.25563717	-0.18775892	-0.62951994	0.28340816	0.03278923
BTN1A1	0.9238887	2.3927927	-0.92417336	0.25809717	-0.8055577	0.32775688	-0.32031488	-0.25809717
BTN2A1	-0.12502885	0.41622138	0.6851795	1.3956573	0.12502885	-1.4373028	-0.8261931	-1.0517771
BTN2A2	0.6524918	1.4806569	-0.44847226	0.18429685	0.8548572	-0.18429685	-0.7037008	-1.022342
BTN2A3	-0.73776007	1.3093204	0.10446119	0.5574212	-0.16932392	-0.10446119	0.35915518	-0.17510414
BTN3A1	0.7267902	-0.035842657	-0.3414476	2.1858666	1.8270848	0.035842657	-0.9087317	-1.8100054
BTN3A2	0.52479434	0.13783956	-0.13783956	-1.0613482	2.4036977	0.3945768	-0.74994826	-1.2699535
BTNL2	-0.38705707	0.9191587	0.6469314	-0.20301127	-0.049765825	0.14816594	-0.3181126	0.049765825
BTNL3	4.6623306	1.5768521	3.9535806	3.7028167	-2.5867922	-2.459554	-1.5768521	-1.6912863
BTNL8	3.151099	0.57225156	3.262614	2.4715784	-0.57225156	-0.9363563	-2.1987207	-1.5402567
BTNL9	0.8338487	2.224056	1.0708134	2.7779114	-1.7585838	-1.6709106	-0.8338487	-0.8840091
BTRC	-0.3464651	1.8414245	-0.04166031	-0.86719894	0.04166031	0.6613903	0.14462376	-0.111321926
BU584355	1.972569	3.2307596	-0.907454	-0.2075038	-0.7050581	-0.6013055	0.26276636	0.2075038
BU624724	1.9094539	3.5314345	-0.7910056	-0.12465572	-0.6908312	-0.4614582	0.17115021	0.12465525
BU854039	13.7288	3.510293	-0.8066621	-0.1584878	-0.72240925	-0.5616584	0.25793886	0.1584878
BU955595	1.8652697	3.2863088	-0.106357574	-0.122663975	-0.7285347	-0.56329536	0.11230421	0.10635805
BUB1	-1.372808	2.3152046	-0.8040843	-0.164639	0.7953601	0.164639	-0.45442486	0.8302407
BUB1B	-2.4443471	2.1383512	0.04289651	0.58556294	-0.1056993	-0.33766627	-0.04289651	0.9831011
BUB3	-0.7038846	1.1681156	-0.013823032	0.16572523	0.013823032	-0.04586363	-0.6604576	0.031300068
BUD13	0.15238571	1.0256677	-0.15238571	0.6154785	0.20135403	-0.18102837	-0.5667844	-0.38115597
BUD31	-0.83149934	-0.002749205	0.002749205	-0.007091761	0.35144782	0.25528026	-0.2349031	0.061589956
BVES	1.2041345	2.6261578	-1.4937677	-0.8015075	0.53324366	0.5494287	-0.53324366	-0.5424824
BX090838	1.2293606	2.5523944	0.03192568	-0.88082075	-0.5195341	-0.0319252	-0.4740944	0.32981324
BX092453	0.45961595	1.9748061	-2.2075307	-1.6339128	0.49816012	1.4072912	-0.89640975	-0.45961595
BX092644	1.898109	3.5310636	-0.70049477	-0.13045311	-0.7058878	-0.4879918	0.16817284	0.13045311
BX093647	2.709855	3.2272267	-0.8499074	-0.16270971	-0.59970856	-0.45013714	0.23033619	0.16270924
BX095413	-0.16128159	0.045818806	0.67790985	0.046056747	-1.1277161	-0.14889574	0.2839198	-0.045818806
BX096849	1.9520535	3.4989133	-0.7619519	-0.14901114	-0.6795821	-0.47705412	0.19130993	0.14901161
BX097452	1.986042	3.4777827	-0.8218827	-0.16977596	-0.72043514	-0.57133627	0.27215672	0.16977596
BX098631	2.0015354	3.243647	-0.78803587	-0.13697672	-0.65144825	-0.5251956	0.20700741	0.13697624
BX099599	1.8853316	3.2265077	-0.55891037	-0.10791826	-0.72345734	-0.58161163	0.17099905	0.10791874
BX100197	1.9359517	3.2825675	-0.76705074	-0.13568974	-0.6940479	-0.5533829	0.17200184	0.13568974
BX103560	1.8931155	3.2011342	-0.80486584	-0.08478594	-0.7124243	-0.61751413	0.084786415	0.088989735
BX103737	1.810379	3.2248979	-0.96370983	-0.33143663	0.019539833	-0.63803864	0.017284393	-0.017284393
BX104605	1.0451126	3.1845021	-1.0451126	-2.3820362	-2.0972724	-2.7122478	1.8485708	2.9173865
BX105469	1.9292464	3.4763865	-0.8141031	-0.16064644	-0.7114754	-0.5339508	0.20666075	0.16064644
BX106347	1.8730865	3.211574	-0.8271179	-0.12942791	-0.71943855	-0.57068634	0.14242744	0.12942791
BX107671	1.8029118	3.105915	-0.9455457	-0.3632455	-0.1331172	-0.75588036	0.20432997	0.1331172
BX114012	0.15315819	1.5816302	2.3393373	1.4980178	-2.4273415	-2.2866225	-0.15315819	-1.6305294
BX115224	0.9462578	2.2581975	0.20896363	-1.0627162	-0.20896363	-0.52891755	2.0667942	-0.7995956
BX115642	-0.63718367	3.0540724	-0.5137749	-0.718781	0.1863761	0.12208986	-0.12208986	0.20886087
BX115986	1.8902884	3.42337	-0.8039136	-0.13739872	-0.71458817	-0.36149406	0.15986538	0.13739872
BX117128	1.9362512	3.583632	-0.7525201	-0.14428043	-0.69706726	-0.4864273	0.20304966	0.14428043
BX117289	3.955082	2.2446942	-0.033545494	0.19854212	-0.26455402	0.033545732	-0.8305054	-0.876071
BX117927	-0.16206622	1.2214797	0.024864912	-0.12450576	-0.024864912	0.12092137	-0.09559512	0.50897384
BX118254	1.9036064	3.5459762	-0.7793951	-0.13753796	-0.7077894	-0.49469757	0.17847729	0.13753796
BX281397	0.6364937	2.1651783	0.33699512	0.10927677	-1.6864057	-0.53839827	-0.10927653	-1.1460404
BX350880	-1.0838499	0.22428513	-0.007292748	0.5848179	-0.46076202	-0.37662983	0.3719716	0.007292748
BX398892	0.025342703	0.628525	-1.4030054	-1.4067776	-0.39550757	-0.025342703	0.83001065	0.2472403
BX404796	1.9069281	3.5498824	-0.77965546	-0.14046288	-0.7083459	-0.49794483	0.1831932	0.14046288
BX457161	-0.75460076	4.093685	0.73252845	0.20048785	-1.2027814	-0.20048785	0.22249198	-2.8159726
BX471465	1.5769801	2.8414006	-0.49737787	0.28383255	-1.0781736	-0.6596656	0.9556155	-0.28383207
BX476374	0.62117815	2.0539112	-1.7035985	-1.5112071	-1.4782386	1.0548162	4.05655	-0.62117815
BX538057	-1.200356	0.31676054	0.2509117	0.080554485	-0.26316595	-0.080554485	-1.6758428	0.8950491
BX645706	1.9041252	3.1998076	-0.8493061	-0.16910219	-0.70765734	-0.5904083	0.23674297	0.16910172
BYSL	-1.848604	-0.41128898	-0.540622	0.010685682	1.2394578	0.7001302	-0.010685682	1.3417757
BZRAP1	0.80012083	2.9903274	0.64779997	0.91706514	-0.69629717	-1.3031416	-0.64779997	-1.6567979
BZW1	-1.0695496	0.04669714	-0.47051334	-0.003207207	0.50652504	0.08176422	-0.436131	0.003207207
BZW2	-0.6555028	-3.5689416	0.41765928	1.2079406	0.11044836	-0.11044836	-0.4060068	0.78876734
C10orf10	4.236017	0.13449836	-0.39090085	-0.19434762	1.5361698	-1.0563996	0.98743224	-0.13449836
C10orf104	1.8361375	-0.3315928	0.8196199	0.4788282	0.026467085	-0.026467085	-0.38567424	-0.8157027
C10orf105	1.8996992	3.2522016	-0.76509523	-0.11962652	-0.7393589	-0.61037254	0.17448997	0.119627
C10orf107	1.5108695	3.1940565	-1.1675782	-0.537426	0.2139411	0.26447058	-0.2139411	-0.26307917
C10orf108	1.710516	2.9277234	-0.016920567	0.20188808	-0.96704483	-0.8774524	0.016920567	-0.047441483
C10orf11	0.9983001	0.7301512	-3.4546418	-2.7721944	1.1773925	1.7133131	-0.7301512	-1.8012867
C10orf110	1.742415	3.0080981	-0.005599499	-0.36215734	-0.8830199	-0.7883673	0.11270952	0.005599022
C10orf111	1.7621751	3.2985492	-0.93711376	-0.23949862	-0.8315458	1.1430001	0.015275002	-0.015275002
C10orf112	1.8747592	3.1929688	-0.82838774	-0.109131336	-0.7219229	-0.58331776	0.10999966	0.10913086
C10orf113	1.9703374	3.5119925	-0.8047862	-0.15040302	-0.6469698	-0.40517473	0.20353174	0.15040302
C10orf114	-0.23586631	1.8658612	-2.9010913	-2.249131	2.3264558	3.3681433	-0.52785325	0.23586631
C10orf116	0.13183498	-6.3674817	1.1834631	1.4426651	-0.6144285	-0.09013462	0.0901351	-2.1073446
C10orf118	-0.5183604	2.4521472	1.3055804	1.0525296	-0.46198916	-0.11585927	0.11585927	-0.9638965
C10orf119	-0.15649796	0.07530928	-0.10267258	0.025712967	0.94538975	0.63532543	-0.18392992	-0.025712967
C10orf12	-0.6209934	0.74378085	-0.1990354	-0.34606957	1.4182923	0.60683084	0.1990354	-0.6125281
C10orf120	1.3682013	2.8037882	-1.4153924	-0.7752967	-0.24383593	-0.50415707	0.24383593	0.80657244
C10orf122	2.0198321	3.236671	-0.79401016	-0.13070679	-0.6428938	-0.5273495	0.2261095	0.13070726
C10orf125	0.06243515	-0.06243515	-0.21629333	0.50450325	0.2709999	-0.512393	0.36563444	-0.64020586
C10orf128	4.7284923	3.1288223	-1.1633024	-0.54578876	1.1898127	-0.84402037	0.24261522	-0.24261522
C10orf129	1.2812252	2.804916	-1.3074541	-0.7622547	0.013420105	-0.013419628	0.16968632	-0.2503214
C10orf131	1.9630418	3.5265336	-0.8003912	-0.147295	-0.65234566	-0.40886307	0.5244665	0.147295
C10orf134	2.0505328	3.222199	-0.8278351	-0.16263819	-0.5694399	-0.43328857	0.24004841	0.16263819
C10orf137	-0.9528303	0.9915724	0.4150939	0.19786978	0.3386984	-0.19786978	-0.39371395	-0.21081686
C10orf140	1.8604465	3.304089	-0.08674955	-0.13934803	-0.7801666	-0.626863	0.6909332	0.08674955
C10orf18	-0.068819284	0.46652246	0.614177	0.068819284	-0.7138593	-1.4802926	-0.5997946	1.0382426
C10orf2	-1.4972157	-0.14053631	0.4177146	0.14053631	0.4589858	-0.1449318	-0.3942709	0.58546305
C10orf25	0.92834806	2.4543643	-0.37248087	-0.43096542	0.7270851	0.12539577	-0.3641863	-0.1253953
C10orf26	0.334965	-2.2257397	-0.21908545	-0.6255729	0.5460284	0.68502545	0.21908545	-0.51859546
C10orf27	-0.6489489	0.5685532	-0.70076346	-2.0110867	-0.030318022	0.39135194	0.030318022	0.39754224
C10orf28	-0.91980433	1.5879929	-0.005911112	-0.12963414	0.005911112	0.08308005	-0.012775183	0.09454036
C10orf32	0.7637143	-1.2296257	0.28066683	0.041512012	-0.041512012	0.25212717	-0.46522427	-0.87952375
C10orf35	-0.7926192	-2.7110844	-0.29102945	0.6748624	0.7694402	0.80063486	-0.49242783	0.29102945
C10orf4	0.30539823	6.4257917	-0.7353618	0.11337018	-0.11337018	0.20411086	-0.4170363	-0.54381156
C10orf40	2.03337	3.2703948	-0.82978725	-0.16086674	-0.6248641	-0.4632411	0.21116924	0.16086674
C10orf41	-0.6739843	-0.54696345	-2.1142604	-2.4736722	0.54696345	1.2588451	0.70440745	0.7814019
C10orf44	1.4777656	3.151987	0.6611123	0.25082827	-1.1302104	-0.8999138	-0.25082827	-0.29803228
C10orf46	-0.74423575	-0.78691125	0.13453174	-0.35119462	0.9427612	0.8309324	0.82228684	-0.13453174
C10orf47	-0.787693	0.5658164	0.03967285	-0.67733526	-0.03967285	-0.66239834	1.2709298	1.3738008
C10orf50	3.6452608	3.2206202	-0.91342115	-0.21262693	-0.70454454	-0.60491705	0.2688985	0.21262693
C10orf53	0.8731046	2.2974105	-1.6341848	-1.1580973	-0.92356443	-0.007987976	0.50144196	0.007987976
C10orf54	1.6901634	0.14183164	-0.6819327	-1.3084452	0.5595319	-0.14183164	2.7898505	-0.8097346
C10orf55	1.0470738	2.7033734	-1.195281	-0.102143764	-1.1577787	0.10214424	0.7098732	-0.73436594
C10orf57	-0.91424775	-1.8863466	0.4214537	0.015256166	0.9154103	1.1459496	-0.015256166	-0.5689938
C10orf58	-0.6487951	-3.2596755	-0.06744766	-0.5929642	0.06744766	0.33209896	0.98279047	0.5087099
C10orf62	1.685442	2.8928237	4.622344	-0.49479294	-0.9777765	-0.9095659	0.048920155	-0.048920155
C10orf67	0.41344905	1.8467586	0.9766228	-0.41344905	-0.6248286	-1.0721953	-0.9623649	1.665611
C10orf68	1.7709961	3.6130123	0.60991764	-0.33063698	-0.8514886	-0.6448097	0.02043724	-0.020437717
C10orf71	1.8578959	3.3641787	-0.8413062	-0.16934681	-0.75350523	-0.059147358	0.24826097	0.059147358
C10orf72	3.056562	3.5368648	-0.77460575	-0.1489768	-0.66799355	-0.4399128	0.19624186	0.14897728
C10orf75	1.0285056	0.70862365	-0.15144753	-0.35417056	-0.74225116	0.15144753	0.4140389	-1.9384954
C10orf76	0.033046722	0.5453572	-0.18552303	-0.05745125	-0.033046722	0.04086876	0.46937513	-0.20820141
C10orf78	-0.27811766	0.22483349	0.2257824	-0.22483349	0.35886192	0.5176678	-0.7800517	-0.9187741
C10orf79	1.9505944	3.2843351	-0.7394371	-0.16569805	-0.72754526	-0.6095638	0.22948074	0.16569805
C10orf81	3.128968	0.7134726	2.968025	3.4214714	-2.2340796	-3.2110064	-2.0317142	-0.7134726
C10orf82	-0.21808982	1.3471482	0.48744607	-0.048267126	-0.8219178	0.49400115	-0.98205686	0.048267126
C10orf84	0.29124737	0.9874921	-0.26383686	0.90120983	-0.28265858	0.26383686	-0.62417173	-1.3038301
C10orf88	0.018231153	0.6274407	-0.5123017	-0.2774155	0.2513454	0.25218415	-0.9227059	-0.018231153
C10orf90	1.9432282	3.28587	-0.83177567	-0.168396	-0.70516586	-0.57574177	0.21536064	0.168396
C10orf91	1.7604804	3.3975997	-0.79311514	-0.36584616	-0.65538025	0.69781876	-0.010223389	0.010223389
C10orf92	1.8554459	3.2290716	-0.76758146	-0.09978914	-0.772861	-0.61865044	0.31306362	0.09978914
C10orf93	1.8788095	3.1734505	-0.82220507	-0.110379696	-0.71914434	-0.5836563	0.11842966	0.110379696
C10orf95	-0.44498682	0.8933482	-0.305542	-0.18764114	-0.31703568	0.18764114	0.49750948	0.22368908
C10orf96	-1.1589341	2.0184026	0.5005851	0.29950285	-0.35569048	-0.064468384	0.047023296	-0.047023296
C10orf99	-1.1220798	-5.365812	2.3083048	1.8160591	0.39828682	-0.39828682	1.8593183	-6.277122
C11orf1	0.17323256	0.606555	0.068897724	-0.068897724	-0.08125019	0.7836995	-0.76387596	-0.9299369
C11orf10	0.48081064	0.7491865	-0.628777	-0.459682	-0.016640186	0.016640186	-0.21037388	0.026016712
C11orf16	3.5566354	4.6158957	-1.1105609	-0.49683237	0.5436039	0.18619871	-0.18619871	-0.26394415
